transaction_id,amount,description,merchant,transaction_date,category,account_id
TXN002722,331.33,Movie tickets Cinemark,tickets Cinemark,2024-07-12,Entertainment,ACC5505
TXN002723,315.58,Shell gas station,gas station,2024-02-12,Gas,ACC2694
TXN002724,463.96,Amazon online purchase,online purchase,2024-02-26,Shopping,ACC3010
TXN002725,144.82,Shell gas station,gas station,2024-02-24,Gas,ACC3959
TXN002726,249.65,Walmart grocery shopping,grocery shopping,2024-02-17,Grocery,ACC6921
TXN002727,54.83,Uber ride to downtown,ride to,2024-04-16,Transportation,ACC1359
TXN002728,245.83,Walmart grocery shopping,grocery shopping,2024-07-30,Grocery,ACC2250
TXN002729,190.75,Uber ride to downtown,ride to,2024-04-17,Transportation,ACC6137
TXN002730,405.23,Amazon online purchase,online purchase,2024-11-20,Shopping,ACC3945
TXN002731,452.3,Lunch at Olive Garden,at Olive,2024-06-01,Restaurant,ACC1515
TXN002732,496.9,Electric bill payment,bill payment,2024-03-01,Utilities,ACC8928
TXN002733,275.51,Netflix monthly subscription,monthly subscription,2024-11-10,Subscriptions,ACC3595
TXN002734,463.66,Movie tickets Cinemark,tickets Cinemark,2024-09-24,Entertainment,ACC4159
TXN002735,270.3,Lunch at Olive Garden,at Olive,2024-11-06,Restaurant,ACC9486
TXN002736,112.07,Shell gas station,gas station,2024-09-19,Gas,ACC6978
TXN002737,19.6,Doctor appointment co-pay,appointment co-pay,2024-02-28,Healthcare,ACC3270
TXN002738,365.23,Walmart grocery shopping,grocery shopping,2024-04-22,Grocery,ACC3073
TXN002739,243.38,Movie tickets Cinemark,tickets Cinemark,2024-05-17,Entertainment,ACC2506
TXN002740,327.7,Car insurance monthly,insurance monthly,2024-06-27,Insurance,ACC8652
TXN002741,258.76,Uber ride to downtown,ride to,2024-09-10,Transportation,ACC7552
TXN002742,90.61,Movie tickets Cinemark,tickets Cinemark,2024-04-08,Entertainment,ACC5605
TXN002743,293.91,Walmart grocery shopping,grocery shopping,2024-07-20,Grocery,ACC6105
TXN002744,477.11,Doctor appointment co-pay,appointment co-pay,2024-03-25,Healthcare,ACC8992
TXN002745,214.75,Amazon online purchase,online purchase,2024-08-09,Shopping,ACC5451
TXN002746,58.24,Netflix monthly subscription,monthly subscription,2024-06-12,Subscriptions,ACC7275
TXN002747,285.74,Doctor appointment co-pay,appointment co-pay,2024-08-07,Healthcare,ACC7126
TXN002748,227.45,Walmart grocery shopping,grocery shopping,2024-11-19,Grocery,ACC1553
TXN002749,295.5,Movie tickets Cinemark,tickets Cinemark,2024-09-18,Entertainment,ACC5808
TXN002750,179.37,Car insurance monthly,insurance monthly,2024-11-05,Insurance,ACC1490
TXN002751,405.48,Shell gas station,gas station,2024-02-28,Gas,ACC8035
TXN002752,126.43,Electric bill payment,bill payment,2024-04-05,Utilities,ACC4525
TXN002753,189.12,Electric bill payment,bill payment,2024-12-02,Utilities,ACC6151
TXN002754,162.7,Lunch at Olive Garden,at Olive,2024-03-03,Restaurant,ACC1178
TXN002755,235.36,Doctor appointment co-pay,appointment co-pay,2024-06-17,Healthcare,ACC6268
TXN002756,37.79,Car insurance monthly,insurance monthly,2024-04-29,Insurance,ACC5646
TXN002757,265.99,Doctor appointment co-pay,appointment co-pay,2024-11-04,Healthcare,ACC2686
TXN002758,359.55,Movie tickets Cinemark,tickets Cinemark,2024-10-14,Entertainment,ACC2225
TXN002759,342.66,Uber ride to downtown,ride to,2024-10-20,Transportation,ACC8130
TXN002760,103.08,Electric bill payment,bill payment,2024-06-11,Utilities,ACC1813
TXN002761,28.16,Amazon online purchase,online purchase,2024-09-09,Shopping,ACC5496
TXN002762,66.43,Walmart grocery shopping,grocery shopping,2024-08-03,Grocery,ACC3803
TXN002763,297.63,Electric bill payment,bill payment,2024-11-03,Utilities,ACC4873
TXN002764,146.09,Lunch at Olive Garden,at Olive,2024-10-22,Restaurant,ACC1076
TXN002765,69.87,Movie tickets Cinemark,tickets Cinemark,2024-08-24,Entertainment,ACC7599
TXN002766,459.43,Car insurance monthly,insurance monthly,2024-01-19,Insurance,ACC1640
TXN002767,39.38,Lunch at Olive Garden,at Olive,2024-06-21,Restaurant,ACC2558
TXN002768,140.96,Movie tickets Cinemark,tickets Cinemark,2024-07-31,Entertainment,ACC6665
TXN002769,280.44,Walmart grocery shopping,grocery shopping,2024-07-23,Grocery,ACC6131
TXN002770,28.3,Netflix monthly subscription,monthly subscription,2024-09-09,Subscriptions,ACC5889
TXN002771,249.2,Amazon online purchase,online purchase,2024-12-22,Shopping,ACC2989
TXN002772,55.86,Netflix monthly subscription,monthly subscription,2024-07-10,Subscriptions,ACC4670
TXN002773,73.67,Lunch at Olive Garden,at Olive,2024-01-25,Restaurant,ACC6289
TXN002774,117.04,Uber ride to downtown,ride to,2024-12-18,Transportation,ACC2442
TXN002775,408.99,Electric bill payment,bill payment,2024-04-07,Utilities,ACC9807
TXN002776,133.55,Lunch at Olive Garden,at Olive,2024-01-03,Restaurant,ACC1705
TXN002777,473.84,Lunch at Olive Garden,at Olive,2024-02-26,Restaurant,ACC2229
TXN002778,345.52,Electric bill payment,bill payment,2024-05-15,Utilities,ACC7218
TXN002779,462.8,Shell gas station,gas station,2024-05-18,Gas,ACC8548
TXN002780,163.07,Shell gas station,gas station,2024-03-02,Gas,ACC3424
TXN002781,320.27,Uber ride to downtown,ride to,2024-10-26,Transportation,ACC3004
TXN002782,124.06,Car insurance monthly,insurance monthly,2024-09-24,Insurance,ACC8830
TXN002783,488.29,Amazon online purchase,online purchase,2024-12-04,Shopping,ACC6274
TXN002784,50.44,Doctor appointment co-pay,appointment co-pay,2024-09-04,Healthcare,ACC5853
TXN002785,179.74,Walmart grocery shopping,grocery shopping,2024-12-30,Grocery,ACC4971
TXN002786,349.01,Doctor appointment co-pay,appointment co-pay,2024-12-03,Healthcare,ACC2231
TXN002787,110.18,Lunch at Olive Garden,at Olive,2024-09-10,Restaurant,ACC4541
TXN002788,98.02,Uber ride to downtown,ride to,2024-08-27,Transportation,ACC2712
TXN002789,407.93,Doctor appointment co-pay,appointment co-pay,2024-06-23,Healthcare,ACC9644
TXN002790,381.44,Electric bill payment,bill payment,2024-09-20,Utilities,ACC6108
TXN002791,329.37,Amazon online purchase,online purchase,2024-12-28,Shopping,ACC9265
TXN002792,113.3,Shell gas station,gas station,2024-02-24,Gas,ACC6957
TXN002793,434.59,Amazon online purchase,online purchase,2024-07-16,Shopping,ACC9412
TXN002794,98.04,Uber ride to downtown,ride to,2024-04-13,Transportation,ACC5552
TXN002795,344.7,Shell gas station,gas station,2024-08-04,Gas,ACC2672
TXN002796,438.72,Amazon online purchase,online purchase,2024-03-16,Shopping,ACC2805
TXN002797,447.58,Lunch at Olive Garden,at Olive,2024-05-03,Restaurant,ACC4064
TXN002798,240.74,Lunch at Olive Garden,at Olive,2024-05-16,Restaurant,ACC9698
TXN002799,136.46,Electric bill payment,bill payment,2024-08-19,Utilities,ACC2377
TXN002800,109.97,Uber ride to downtown,ride to,2024-06-30,Transportation,ACC7503
TXN002801,256.42,Uber ride to downtown,ride to,2024-09-14,Transportation,ACC1870
TXN002802,188.04,Movie tickets Cinemark,tickets Cinemark,2024-08-13,Entertainment,ACC1805
TXN002803,367.34,Uber ride to downtown,ride to,2024-11-28,Transportation,ACC7923
TXN002804,98.78,Movie tickets Cinemark,tickets Cinemark,2024-04-09,Entertainment,ACC3894
TXN002805,267.13,Movie tickets Cinemark,tickets Cinemark,2024-10-31,Entertainment,ACC9087
TXN002806,59.05,Uber ride to downtown,ride to,2024-09-22,Transportation,ACC1817
TXN002807,479.69,Doctor appointment co-pay,appointment co-pay,2024-11-26,Healthcare,ACC4597
TXN002808,448.05,Lunch at Olive Garden,at Olive,2024-02-28,Restaurant,ACC5361
TXN002809,268.41,Walmart grocery shopping,grocery shopping,2024-05-02,Grocery,ACC5513
TXN002810,351.26,Netflix monthly subscription,monthly subscription,2024-04-25,Subscriptions,ACC7628
TXN002811,55.15,Uber ride to downtown,ride to,2024-07-19,Transportation,ACC5395
TXN002812,89.66,Doctor appointment co-pay,appointment co-pay,2024-09-10,Healthcare,ACC4335
TXN002813,354.4,Movie tickets Cinemark,tickets Cinemark,2024-06-26,Entertainment,ACC5718
TXN002814,96.61,Walmart grocery shopping,grocery shopping,2024-01-02,Grocery,ACC8811
TXN002815,89.27,Doctor appointment co-pay,appointment co-pay,2024-06-05,Healthcare,ACC2137
TXN002816,169.42,Shell gas station,gas station,2024-03-26,Gas,ACC8458
TXN002817,334.69,Lunch at Olive Garden,at Olive,2024-03-13,Restaurant,ACC8011
TXN002818,92.87,Lunch at Olive Garden,at Olive,2024-06-20,Restaurant,ACC5322
TXN002819,341.21,Shell gas station,gas station,2024-02-09,Gas,ACC1159
TXN002820,484.92,Electric bill payment,bill payment,2024-10-31,Utilities,ACC1016
TXN002821,238.92,Doctor appointment co-pay,appointment co-pay,2024-09-07,Healthcare,ACC1740
TXN002822,341.62,Netflix monthly subscription,monthly subscription,2024-01-09,Subscriptions,ACC5762
TXN002823,254.06,Car insurance monthly,insurance monthly,2024-04-26,Insurance,ACC3401
TXN002824,155.78,Walmart grocery shopping,grocery shopping,2024-02-18,Grocery,ACC6499
TXN002825,368.73,Amazon online purchase,online purchase,2024-08-19,Shopping,ACC9940
TXN002826,130.5,Amazon online purchase,online purchase,2024-05-11,Shopping,ACC8516
TXN002827,154.06,Electric bill payment,bill payment,2024-01-07,Utilities,ACC6467
TXN002828,244.76,Netflix monthly subscription,monthly subscription,2024-09-22,Subscriptions,ACC5422
TXN002829,365.47,Car insurance monthly,insurance monthly,2024-12-17,Insurance,ACC1339
TXN002830,428.85,Uber ride to downtown,ride to,2024-03-16,Transportation,ACC3320
TXN002831,20.3,Amazon online purchase,online purchase,2024-07-01,Shopping,ACC8056
TXN002832,373.46,Doctor appointment co-pay,appointment co-pay,2024-07-03,Healthcare,ACC4175
TXN002833,482.9,Walmart grocery shopping,grocery shopping,2024-07-12,Grocery,ACC9927
TXN002834,91.6,Car insurance monthly,insurance monthly,2024-08-18,Insurance,ACC6715
TXN002835,296.63,Uber ride to downtown,ride to,2024-06-18,Transportation,ACC5526
TXN002836,25.34,Doctor appointment co-pay,appointment co-pay,2024-06-07,Healthcare,ACC9520
TXN002837,417.91,Electric bill payment,bill payment,2024-12-25,Utilities,ACC3014
TXN002838,285.5,Amazon online purchase,online purchase,2024-08-09,Shopping,ACC6685
TXN002839,484.89,Walmart grocery shopping,grocery shopping,2024-05-27,Grocery,ACC9174
TXN002840,235.83,Shell gas station,gas station,2024-12-16,Gas,ACC3461
TXN002841,313.78,Movie tickets Cinemark,tickets Cinemark,2024-09-24,Entertainment,ACC3664
TXN002842,147.69,Amazon online purchase,online purchase,2024-06-04,Shopping,ACC5828
TXN002843,25.27,Amazon online purchase,online purchase,2024-01-08,Shopping,ACC5636
TXN002844,31.33,Walmart grocery shopping,grocery shopping,2024-10-30,Grocery,ACC6010
TXN002845,179.37,Uber ride to downtown,ride to,2024-01-03,Transportation,ACC1010
TXN002846,73.17,Movie tickets Cinemark,tickets Cinemark,2024-01-26,Entertainment,ACC5641
TXN002847,81.74,Car insurance monthly,insurance monthly,2024-09-14,Insurance,ACC2409
TXN002848,75.61,Movie tickets Cinemark,tickets Cinemark,2024-12-31,Entertainment,ACC4223
TXN002849,459.54,Netflix monthly subscription,monthly subscription,2024-08-09,Subscriptions,ACC5764
TXN002850,239.22,Lunch at Olive Garden,at Olive,2024-04-22,Restaurant,ACC6810
TXN002851,214.17,Uber ride to downtown,ride to,2024-05-07,Transportation,ACC2607
TXN002852,300.53,Movie tickets Cinemark,tickets Cinemark,2024-05-13,Entertainment,ACC3839
TXN002853,341.07,Uber ride to downtown,ride to,2024-10-15,Transportation,ACC6283
TXN002854,343.24,Shell gas station,gas station,2024-10-23,Gas,ACC4268
TXN002855,211.07,Shell gas station,gas station,2024-05-08,Gas,ACC4268
TXN002856,47.37,Movie tickets Cinemark,tickets Cinemark,2024-06-03,Entertainment,ACC8555
TXN002857,191.1,Shell gas station,gas station,2024-10-06,Gas,ACC8158
TXN002858,265.65,Shell gas station,gas station,2024-02-19,Gas,ACC6132
TXN002859,236.85,Electric bill payment,bill payment,2024-09-14,Utilities,ACC8006
TXN002860,480.92,Uber ride to downtown,ride to,2024-08-26,Transportation,ACC8557
TXN002861,18.08,Car insurance monthly,insurance monthly,2024-01-15,Insurance,ACC7896
TXN002862,309.53,Shell gas station,gas station,2024-02-15,Gas,ACC5954
TXN002863,258.54,Netflix monthly subscription,monthly subscription,2024-05-04,Subscriptions,ACC3085
TXN002864,450.46,Car insurance monthly,insurance monthly,2024-11-13,Insurance,ACC5806
TXN002865,67.34,Uber ride to downtown,ride to,2024-01-28,Transportation,ACC1097
TXN002866,232.81,Car insurance monthly,insurance monthly,2024-08-24,Insurance,ACC1890
TXN002867,138.74,Lunch at Olive Garden,at Olive,2024-02-13,Restaurant,ACC2753
TXN002868,53.21,Netflix monthly subscription,monthly subscription,2024-06-19,Subscriptions,ACC5760
TXN002869,346.84,Amazon online purchase,online purchase,2024-10-16,Shopping,ACC1997
TXN002870,338.83,Netflix monthly subscription,monthly subscription,2024-03-03,Subscriptions,ACC1868
TXN002871,260.55,Doctor appointment co-pay,appointment co-pay,2024-12-25,Healthcare,ACC9115
TXN002872,448.05,Doctor appointment co-pay,appointment co-pay,2024-03-10,Healthcare,ACC3535
TXN002873,360.98,Movie tickets Cinemark,tickets Cinemark,2024-06-03,Entertainment,ACC1105
TXN002874,345.45,Netflix monthly subscription,monthly subscription,2024-09-05,Subscriptions,ACC2879
TXN002875,80.75,Lunch at Olive Garden,at Olive,2024-02-04,Restaurant,ACC2983
TXN002876,127.37,Walmart grocery shopping,grocery shopping,2024-09-23,Grocery,ACC2697
TXN002877,417.2,Lunch at Olive Garden,at Olive,2024-08-30,Restaurant,ACC8271
TXN002878,463.39,Lunch at Olive Garden,at Olive,2024-07-19,Restaurant,ACC5913
TXN002879,491.43,Amazon online purchase,online purchase,2024-07-26,Shopping,ACC4849
TXN002880,411.73,Movie tickets Cinemark,tickets Cinemark,2024-10-06,Entertainment,ACC8194
TXN002881,65.98,Netflix monthly subscription,monthly subscription,2024-12-02,Subscriptions,ACC3396
TXN002882,96.48,Lunch at Olive Garden,at Olive,2024-11-21,Restaurant,ACC4943
TXN002883,372.12,Car insurance monthly,insurance monthly,2024-03-28,Insurance,ACC9956
TXN002884,242.83,Amazon online purchase,online purchase,2024-04-12,Shopping,ACC5742
TXN002885,479.75,Walmart grocery shopping,grocery shopping,2024-12-07,Grocery,ACC9076
TXN002886,198.64,Movie tickets Cinemark,tickets Cinemark,2024-07-07,Entertainment,ACC2758
TXN002887,407.68,Uber ride to downtown,ride to,2024-08-25,Transportation,ACC3427
TXN002888,231.26,Movie tickets Cinemark,tickets Cinemark,2024-01-15,Entertainment,ACC7380
TXN002889,154.87,Netflix monthly subscription,monthly subscription,2024-01-06,Subscriptions,ACC8282
TXN002890,481.58,Electric bill payment,bill payment,2024-01-22,Utilities,ACC8666
TXN002891,9.51,Movie tickets Cinemark,tickets Cinemark,2024-08-22,Entertainment,ACC3593
TXN002892,428.64,Car insurance monthly,insurance monthly,2024-07-02,Insurance,ACC9244
TXN002893,451.76,Electric bill payment,bill payment,2024-04-17,Utilities,ACC9602
TXN002894,36.07,Car insurance monthly,insurance monthly,2024-07-18,Insurance,ACC3480
TXN002895,172.95,Netflix monthly subscription,monthly subscription,2024-06-29,Subscriptions,ACC3294
TXN002896,462.12,Movie tickets Cinemark,tickets Cinemark,2024-05-22,Entertainment,ACC2117
TXN002897,191.38,Amazon online purchase,online purchase,2024-11-26,Shopping,ACC8729
TXN002898,290.14,Shell gas station,gas station,2024-11-06,Gas,ACC9306
TXN002899,133.32,Car insurance monthly,insurance monthly,2024-12-03,Insurance,ACC6309
TXN002900,177.31,Netflix monthly subscription,monthly subscription,2024-10-28,Subscriptions,ACC7615
TXN002901,19.61,Lunch at Olive Garden,at Olive,2024-02-04,Restaurant,ACC3607
TXN002902,334.3,Walmart grocery shopping,grocery shopping,2024-04-28,Grocery,ACC9182
TXN002903,165.21,Amazon online purchase,online purchase,2024-12-13,Shopping,ACC4793
TXN002904,450.4,Walmart grocery shopping,grocery shopping,2024-05-01,Grocery,ACC3850
TXN002905,461.58,Uber ride to downtown,ride to,2024-07-15,Transportation,ACC2014
TXN002906,61.66,Movie tickets Cinemark,tickets Cinemark,2024-11-09,Entertainment,ACC2194
TXN002907,305.23,Electric bill payment,bill payment,2024-08-14,Utilities,ACC1482
TXN002908,58.29,Electric bill payment,bill payment,2024-03-30,Utilities,ACC8364
TXN002909,494.49,Shell gas station,gas station,2024-07-12,Gas,ACC4272
TXN002910,248.1,Movie tickets Cinemark,tickets Cinemark,2024-04-10,Entertainment,ACC5687
TXN002911,372.37,Doctor appointment co-pay,appointment co-pay,2024-04-25,Healthcare,ACC8111
TXN002912,47.58,Doctor appointment co-pay,appointment co-pay,2024-09-27,Healthcare,ACC1397
TXN002913,105.75,Walmart grocery shopping,grocery shopping,2024-11-18,Grocery,ACC3302
TXN002914,388.32,Electric bill payment,bill payment,2024-01-03,Utilities,ACC9955
TXN002915,96.73,Electric bill payment,bill payment,2024-02-06,Utilities,ACC9653
TXN002916,417.04,Doctor appointment co-pay,appointment co-pay,2024-09-11,Healthcare,ACC8761
TXN002917,181.46,Electric bill payment,bill payment,2024-09-13,Utilities,ACC3258
TXN002918,216.62,Amazon online purchase,online purchase,2024-02-04,Shopping,ACC7162
TXN002919,43.68,Netflix monthly subscription,monthly subscription,2024-02-06,Subscriptions,ACC9474
TXN002920,63.37,Walmart grocery shopping,grocery shopping,2024-06-01,Grocery,ACC4777
TXN002921,272.57,Netflix monthly subscription,monthly subscription,2024-01-27,Subscriptions,ACC1369
TXN002922,461.53,Movie tickets Cinemark,tickets Cinemark,2024-04-24,Entertainment,ACC5118
TXN002923,38.64,Electric bill payment,bill payment,2024-07-18,Utilities,ACC3586
TXN002924,269.54,Walmart grocery shopping,grocery shopping,2024-05-27,Grocery,ACC4955
TXN002925,252.52,Netflix monthly subscription,monthly subscription,2024-09-22,Subscriptions,ACC7540
TXN002926,275.24,Lunch at Olive Garden,at Olive,2024-11-12,Restaurant,ACC2816
TXN002927,468.78,Amazon online purchase,online purchase,2024-10-25,Shopping,ACC5309
TXN002928,20.98,Lunch at Olive Garden,at Olive,2024-11-30,Restaurant,ACC7904
TXN002929,170.6,Doctor appointment co-pay,appointment co-pay,2024-05-13,Healthcare,ACC1973
TXN002930,275.81,Doctor appointment co-pay,appointment co-pay,2024-03-12,Healthcare,ACC6400
TXN002931,121.63,Lunch at Olive Garden,at Olive,2024-12-05,Restaurant,ACC2194
TXN002932,353.03,Netflix monthly subscription,monthly subscription,2024-10-15,Subscriptions,ACC1579
TXN002933,475.2,Walmart grocery shopping,grocery shopping,2024-06-26,Grocery,ACC2320
TXN002934,473.57,Amazon online purchase,online purchase,2024-10-09,Shopping,ACC5432
TXN002935,22.62,Walmart grocery shopping,grocery shopping,2024-01-22,Grocery,ACC9316
TXN002936,218.6,Electric bill payment,bill payment,2024-04-25,Utilities,ACC5971
TXN002937,465.97,Lunch at Olive Garden,at Olive,2024-04-26,Restaurant,ACC1431
TXN002938,306.03,Car insurance monthly,insurance monthly,2024-04-10,Insurance,ACC7215
TXN002939,278.49,Lunch at Olive Garden,at Olive,2024-12-15,Restaurant,ACC1854
TXN002940,349.24,Uber ride to downtown,ride to,2024-07-17,Transportation,ACC8040
TXN002941,277.02,Uber ride to downtown,ride to,2024-12-25,Transportation,ACC2893
TXN002942,449.09,Walmart grocery shopping,grocery shopping,2024-08-12,Grocery,ACC7024
TXN002943,174.85,Doctor appointment co-pay,appointment co-pay,2024-06-29,Healthcare,ACC1949
TXN002944,50.54,Doctor appointment co-pay,appointment co-pay,2024-05-01,Healthcare,ACC1164
TXN002945,375.0,Uber ride to downtown,ride to,2024-04-26,Transportation,ACC9785
TXN002946,495.51,Lunch at Olive Garden,at Olive,2024-10-17,Restaurant,ACC1244
TXN002947,42.92,Lunch at Olive Garden,at Olive,2024-05-07,Restaurant,ACC3076
TXN002948,144.89,Shell gas station,gas station,2024-08-12,Gas,ACC6146
TXN002949,329.33,Netflix monthly subscription,monthly subscription,2024-06-28,Subscriptions,ACC5001
TXN002950,305.03,Shell gas station,gas station,2024-05-29,Gas,ACC8843
TXN002951,330.01,Walmart grocery shopping,grocery shopping,2024-12-02,Grocery,ACC2251
TXN002952,106.9,Car insurance monthly,insurance monthly,2024-05-08,Insurance,ACC6848
TXN002953,358.0,Amazon online purchase,online purchase,2024-04-22,Shopping,ACC7011
TXN002954,435.14,Movie tickets Cinemark,tickets Cinemark,2024-10-09,Entertainment,ACC5001
TXN002955,162.84,Movie tickets Cinemark,tickets Cinemark,2024-09-26,Entertainment,ACC9870
TXN002956,31.73,Walmart grocery shopping,grocery shopping,2024-09-14,Grocery,ACC7731
TXN002957,245.67,Netflix monthly subscription,monthly subscription,2024-12-27,Subscriptions,ACC2285
TXN002958,421.51,Shell gas station,gas station,2024-04-14,Gas,ACC9535
TXN002959,372.24,Movie tickets Cinemark,tickets Cinemark,2024-04-28,Entertainment,ACC4453
TXN002960,363.83,Electric bill payment,bill payment,2024-03-03,Utilities,ACC3325
TXN002961,350.68,Doctor appointment co-pay,appointment co-pay,2024-01-19,Healthcare,ACC8434
TXN002962,251.96,Lunch at Olive Garden,at Olive,2024-02-28,Restaurant,ACC1553
TXN002963,296.18,Movie tickets Cinemark,tickets Cinemark,2024-05-18,Entertainment,ACC5921
TXN002964,143.15,Lunch at Olive Garden,at Olive,2024-02-13,Restaurant,ACC7290
TXN002965,432.07,Lunch at Olive Garden,at Olive,2024-09-10,Restaurant,ACC7302
TXN002966,116.1,Lunch at Olive Garden,at Olive,2024-08-15,Restaurant,ACC7214
TXN002967,268.58,Uber ride to downtown,ride to,2024-04-04,Transportation,ACC5999
TXN002968,382.68,Car insurance monthly,insurance monthly,2024-01-17,Insurance,ACC1425
TXN002969,461.74,Electric bill payment,bill payment,2024-11-07,Utilities,ACC5301
TXN002970,379.84,Doctor appointment co-pay,appointment co-pay,2024-10-29,Healthcare,ACC6586
TXN002971,433.54,Uber ride to downtown,ride to,2024-11-14,Transportation,ACC1935
TXN002972,197.11,Car insurance monthly,insurance monthly,2024-02-25,Insurance,ACC5709
TXN002973,214.8,Amazon online purchase,online purchase,2024-09-30,Shopping,ACC9501
TXN002974,480.35,Shell gas station,gas station,2024-05-13,Gas,ACC8656
TXN002975,454.32,Shell gas station,gas station,2024-05-01,Gas,ACC5598
TXN002976,47.34,Movie tickets Cinemark,tickets Cinemark,2024-12-15,Entertainment,ACC5094
TXN002977,172.08,Movie tickets Cinemark,tickets Cinemark,2024-10-04,Entertainment,ACC7465
TXN002978,140.76,Netflix monthly subscription,monthly subscription,2024-01-20,Subscriptions,ACC5403
TXN002979,392.3,Movie tickets Cinemark,tickets Cinemark,2024-12-03,Entertainment,ACC1202
TXN002980,286.38,Movie tickets Cinemark,tickets Cinemark,2024-03-04,Entertainment,ACC6259
TXN002981,224.69,Shell gas station,gas station,2024-05-15,Gas,ACC1282
TXN002982,235.89,Lunch at Olive Garden,at Olive,2024-08-13,Restaurant,ACC6877
TXN002983,112.83,Car insurance monthly,insurance monthly,2024-09-02,Insurance,ACC1959
TXN002984,141.84,Walmart grocery shopping,grocery shopping,2024-10-23,Grocery,ACC6145
TXN002985,94.0,Amazon online purchase,online purchase,2024-02-02,Shopping,ACC5524
TXN002986,67.98,Amazon online purchase,online purchase,2024-05-12,Shopping,ACC3858
TXN002987,329.71,Netflix monthly subscription,monthly subscription,2024-03-16,Subscriptions,ACC4812
TXN002988,96.21,Lunch at Olive Garden,at Olive,2024-02-28,Restaurant,ACC9302
TXN002989,162.08,Netflix monthly subscription,monthly subscription,2024-08-13,Subscriptions,ACC4734
TXN002990,487.76,Movie tickets Cinemark,tickets Cinemark,2024-02-01,Entertainment,ACC1264
TXN002991,272.52,Electric bill payment,bill payment,2024-12-13,Utilities,ACC1732
TXN002992,178.12,Doctor appointment co-pay,appointment co-pay,2024-11-03,Healthcare,ACC2269
TXN002993,61.03,Amazon online purchase,online purchase,2024-09-16,Shopping,ACC2268
TXN002994,166.27,Doctor appointment co-pay,appointment co-pay,2024-05-01,Healthcare,ACC7084
TXN002995,40.34,Uber ride to downtown,ride to,2024-12-14,Transportation,ACC7987
TXN002996,17.22,Shell gas station,gas station,2024-05-24,Gas,ACC6902
TXN002997,449.21,Uber ride to downtown,ride to,2024-06-20,Transportation,ACC7139
TXN002998,312.85,Movie tickets Cinemark,tickets Cinemark,2024-08-28,Entertainment,ACC3626
TXN002999,148.98,Lunch at Olive Garden,at Olive,2024-07-07,Restaurant,ACC3458
TXN003000,57.58,Lunch at Olive Garden,at Olive,2024-10-29,Restaurant,ACC4464
TXN003001,359.31,Car insurance monthly,insurance monthly,2024-06-09,Insurance,ACC9326
TXN003002,470.27,Electric bill payment,bill payment,2024-10-24,Utilities,ACC7206
TXN003003,330.24,Lunch at Olive Garden,at Olive,2024-10-25,Restaurant,ACC3458
TXN003004,477.81,Walmart grocery shopping,grocery shopping,2024-07-14,Grocery,ACC4679
TXN003005,498.92,Car insurance monthly,insurance monthly,2024-10-16,Insurance,ACC9982
TXN003006,367.86,Car insurance monthly,insurance monthly,2024-08-02,Insurance,ACC9646
TXN003007,238.8,Netflix monthly subscription,monthly subscription,2024-01-27,Subscriptions,ACC9592
TXN003008,161.88,Amazon online purchase,online purchase,2024-09-23,Shopping,ACC4195
TXN003009,455.98,Movie tickets Cinemark,tickets Cinemark,2024-10-21,Entertainment,ACC6385
TXN003010,119.29,Electric bill payment,bill payment,2024-05-04,Utilities,ACC6157
TXN003011,225.28,Doctor appointment co-pay,appointment co-pay,2024-02-29,Healthcare,ACC7716
TXN003012,179.23,Walmart grocery shopping,grocery shopping,2024-07-04,Grocery,ACC9284
TXN003013,328.4,Electric bill payment,bill payment,2024-02-09,Utilities,ACC4774
TXN003014,118.73,Uber ride to downtown,ride to,2024-08-17,Transportation,ACC3052
TXN003015,389.34,Doctor appointment co-pay,appointment co-pay,2024-10-02,Healthcare,ACC7678
TXN003016,334.62,Netflix monthly subscription,monthly subscription,2024-12-11,Subscriptions,ACC5264
TXN003017,160.35,Electric bill payment,bill payment,2024-05-26,Utilities,ACC2335
TXN003018,254.99,Uber ride to downtown,ride to,2024-07-28,Transportation,ACC3431
TXN003019,318.15,Amazon online purchase,online purchase,2024-10-21,Shopping,ACC4245
TXN003020,12.68,Amazon online purchase,online purchase,2024-04-02,Shopping,ACC2979
TXN003021,383.93,Movie tickets Cinemark,tickets Cinemark,2024-08-02,Entertainment,ACC8698
TXN003022,435.38,Shell gas station,gas station,2024-02-21,Gas,ACC8068
TXN003023,495.02,Shell gas station,gas station,2024-01-13,Gas,ACC3168
TXN003024,459.72,Car insurance monthly,insurance monthly,2024-09-20,Insurance,ACC7919
TXN003025,204.15,Shell gas station,gas station,2024-06-30,Gas,ACC4955
TXN003026,63.92,Movie tickets Cinemark,tickets Cinemark,2024-12-30,Entertainment,ACC6515
TXN003027,310.23,Netflix monthly subscription,monthly subscription,2024-10-29,Subscriptions,ACC1741
TXN003028,475.21,Electric bill payment,bill payment,2024-02-07,Utilities,ACC7699
TXN003029,371.65,Amazon online purchase,online purchase,2024-11-18,Shopping,ACC8138
TXN003030,351.56,Amazon online purchase,online purchase,2024-05-28,Shopping,ACC4005
TXN003031,46.48,Car insurance monthly,insurance monthly,2024-10-28,Insurance,ACC1127
TXN003032,188.09,Netflix monthly subscription,monthly subscription,2024-10-30,Subscriptions,ACC8430
TXN003033,222.1,Electric bill payment,bill payment,2024-07-13,Utilities,ACC9334
