transaction_id,description,ai_category,original_category,confidence
TXN002328,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN002329,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002330,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN002331,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN002332,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002333,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN002334,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN002335,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002336,Uber ride to downtown,Transportation,Transportation,0.85
TXN002337,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002338,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002339,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002340,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002341,Uber ride to downtown,Transportation,Transportation,0.85
TXN002342,Shell gas station,Gas,Gas,0.85
TXN002343,Amazon online purchase,Shopping,Shopping,0.85
TXN002344,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN002345,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002346,Uber ride to downtown,Transportation,Transportation,0.85
TXN002347,Shell gas station,Gas,Gas,0.85
TXN002348,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002349,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN002350,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002351,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN002352,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN002353,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN002354,Amazon online purchase,Shopping,Shopping,0.85
TXN002355,Electric bill payment,Utilities,Utilities,0.85
TXN002356,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN002357,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN002358,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002359,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002360,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN002361,Uber ride to downtown,Transportation,Transportation,0.85
TXN002362,Electric bill payment,Utilities,Utilities,0.85
TXN002363,Electric bill payment,Utilities,Utilities,0.85
TXN002364,Amazon online purchase,Shopping,Shopping,0.85
TXN002365,Uber ride to downtown,Transportation,Transportation,0.85
TXN002366,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002367,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN002368,Car insurance monthly,Insurance,Insurance,0.85
TXN002369,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002370,Shell gas station,Gas,Gas,0.85
TXN002371,Car insurance monthly,Insurance,Insurance,0.85
TXN002372,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002373,Electric bill payment,Utilities,Utilities,0.85
TXN002374,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002375,Shell gas station,Gas,Gas,0.85
TXN002376,Electric bill payment,Utilities,Utilities,0.85
TXN002377,Electric bill payment,Utilities,Utilities,0.85
TXN002378,Car insurance monthly,Insurance,Insurance,0.85
TXN002379,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN002380,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002381,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN002382,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN002383,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN002384,Electric bill payment,Utilities,Utilities,0.85
TXN002385,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN002386,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002387,Shell gas station,Gas,Gas,0.85
TXN002388,Amazon online purchase,Shopping,Shopping,0.85
TXN002389,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002390,Electric bill payment,Utilities,Utilities,0.85
TXN002391,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN002392,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002393,Electric bill payment,Utilities,Utilities,0.85
TXN002394,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002395,Uber ride to downtown,Transportation,Transportation,0.85
TXN002396,Car insurance monthly,Insurance,Insurance,0.85
TXN002397,Amazon online purchase,Shopping,Shopping,0.85
TXN002398,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002399,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN002400,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002401,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002402,Shell gas station,Gas,Gas,0.85
TXN002403,Shell gas station,Gas,Gas,0.85
TXN002404,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002405,Shell gas station,Gas,Gas,0.85
TXN002406,Shell gas station,Gas,Gas,0.85
TXN002407,Amazon online purchase,Shopping,Shopping,0.85
TXN002408,Car insurance monthly,Insurance,Insurance,0.85
TXN002409,Uber ride to downtown,Transportation,Transportation,0.85
TXN002410,Uber ride to downtown,Transportation,Transportation,0.85
TXN002411,Uber ride to downtown,Transportation,Transportation,0.85
TXN002412,Uber ride to downtown,Transportation,Transportation,0.85
TXN002413,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002414,Amazon online purchase,Shopping,Shopping,0.85
TXN002415,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002416,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002417,Amazon online purchase,Shopping,Shopping,0.85
TXN002418,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN002419,Car insurance monthly,Insurance,Insurance,0.85
TXN002420,Car insurance monthly,Insurance,Insurance,0.85
TXN002421,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002422,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002423,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002424,Car insurance monthly,Insurance,Insurance,0.85
TXN002425,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002426,Shell gas station,Gas,Gas,0.85
TXN002427,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002428,Electric bill payment,Utilities,Utilities,0.85
TXN002429,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002430,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002431,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN002432,Electric bill payment,Utilities,Utilities,0.85
TXN002433,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002434,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002435,Shell gas station,Gas,Gas,0.85
TXN002436,Electric bill payment,Utilities,Utilities,0.85
TXN002437,Car insurance monthly,Insurance,Insurance,0.85
TXN002438,Shell gas station,Gas,Gas,0.85
TXN002439,Uber ride to downtown,Transportation,Transportation,0.85
TXN002440,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN002441,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN002442,Shell gas station,Gas,Gas,0.85
TXN002443,Uber ride to downtown,Transportation,Transportation,0.85
TXN002444,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002445,Car insurance monthly,Insurance,Insurance,0.85
TXN002446,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002447,Shell gas station,Gas,Gas,0.85
TXN002448,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002449,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002450,Car insurance monthly,Insurance,Insurance,0.85
TXN002451,Amazon online purchase,Shopping,Shopping,0.85
TXN002452,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN002453,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002454,Uber ride to downtown,Transportation,Transportation,0.85
TXN002455,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN002456,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN002457,Car insurance monthly,Insurance,Insurance,0.85
TXN002458,Uber ride to downtown,Transportation,Transportation,0.85
TXN002459,Electric bill payment,Utilities,Utilities,0.85
TXN002460,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN002461,Amazon online purchase,Shopping,Shopping,0.85
TXN002462,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002463,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN002464,Uber ride to downtown,Transportation,Transportation,0.85
TXN002465,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002466,Shell gas station,Gas,Gas,0.85
TXN002467,Car insurance monthly,Insurance,Insurance,0.85
TXN002468,Car insurance monthly,Insurance,Insurance,0.85
TXN002469,Amazon online purchase,Shopping,Shopping,0.85
TXN002470,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002471,Uber ride to downtown,Transportation,Transportation,0.85
TXN002472,Car insurance monthly,Insurance,Insurance,0.85
TXN002473,Amazon online purchase,Shopping,Shopping,0.85
TXN002474,Shell gas station,Gas,Gas,0.85
TXN002475,Electric bill payment,Utilities,Utilities,0.85
TXN002476,Uber ride to downtown,Transportation,Transportation,0.85
TXN002477,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN002478,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002479,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002480,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002481,Amazon online purchase,Shopping,Shopping,0.85
TXN002482,Electric bill payment,Utilities,Utilities,0.85
TXN002483,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002484,Shell gas station,Gas,Gas,0.85
TXN002485,Uber ride to downtown,Transportation,Transportation,0.85
TXN002486,Car insurance monthly,Insurance,Insurance,0.85
TXN002487,Amazon online purchase,Shopping,Shopping,0.85
TXN002488,Amazon online purchase,Shopping,Shopping,0.85
TXN002489,Uber ride to downtown,Transportation,Transportation,0.85
TXN002490,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002491,Shell gas station,Gas,Gas,0.85
TXN002492,Electric bill payment,Utilities,Utilities,0.85
TXN002493,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN002494,Uber ride to downtown,Transportation,Transportation,0.85
TXN002495,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN002496,Uber ride to downtown,Transportation,Transportation,0.85
TXN002497,Shell gas station,Gas,Gas,0.85
TXN002498,Uber ride to downtown,Transportation,Transportation,0.85
TXN002499,Shell gas station,Gas,Gas,0.85
TXN002500,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN002501,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN002502,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002503,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN002504,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN002505,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN002506,Amazon online purchase,Shopping,Shopping,0.85
TXN002507,Car insurance monthly,Insurance,Insurance,0.85
TXN002508,Shell gas station,Gas,Gas,0.85
TXN002509,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002510,Uber ride to downtown,Transportation,Transportation,0.85
TXN002511,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002512,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN002513,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002514,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002515,Uber ride to downtown,Transportation,Transportation,0.85
TXN002516,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002517,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002518,Shell gas station,Gas,Gas,0.85
TXN002519,Electric bill payment,Utilities,Utilities,0.85
TXN002520,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002521,Electric bill payment,Utilities,Utilities,0.85
TXN002522,Car insurance monthly,Insurance,Insurance,0.85
TXN002523,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002524,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002525,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN002526,Amazon online purchase,Shopping,Shopping,0.85
TXN002527,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN002528,Car insurance monthly,Insurance,Insurance,0.85
TXN002529,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN002530,Electric bill payment,Utilities,Utilities,0.85
TXN002531,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002532,Uber ride to downtown,Transportation,Transportation,0.85
TXN002533,Shell gas station,Gas,Gas,0.85
TXN002534,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002535,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN002536,Car insurance monthly,Insurance,Insurance,0.85
TXN002537,Amazon online purchase,Shopping,Shopping,0.85
TXN002538,Uber ride to downtown,Transportation,Transportation,0.85
TXN002539,Shell gas station,Gas,Gas,0.85
TXN002540,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002541,Car insurance monthly,Insurance,Insurance,0.85
TXN002542,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002543,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002544,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002545,Shell gas station,Gas,Gas,0.85
TXN002546,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002547,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN002548,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002549,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN002550,Car insurance monthly,Insurance,Insurance,0.85
TXN002551,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN002552,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002553,Shell gas station,Gas,Gas,0.85
TXN002554,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN002555,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002556,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN002557,Uber ride to downtown,Transportation,Transportation,0.85
TXN002558,Electric bill payment,Utilities,Utilities,0.85
TXN002559,Amazon online purchase,Shopping,Shopping,0.85
TXN002560,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN002561,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002562,Uber ride to downtown,Transportation,Transportation,0.85
TXN002563,Shell gas station,Gas,Gas,0.85
TXN002564,Uber ride to downtown,Transportation,Transportation,0.85
TXN002565,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002566,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002567,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002568,Shell gas station,Gas,Gas,0.85
TXN002569,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002570,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002571,Amazon online purchase,Shopping,Shopping,0.85
TXN002572,Amazon online purchase,Shopping,Shopping,0.85
TXN002573,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002574,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002575,Car insurance monthly,Insurance,Insurance,0.85
TXN002576,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002577,Uber ride to downtown,Transportation,Transportation,0.85
TXN002578,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002579,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002580,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002581,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002582,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002583,Uber ride to downtown,Transportation,Transportation,0.85
TXN002584,Uber ride to downtown,Transportation,Transportation,0.85
TXN002585,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002586,Amazon online purchase,Shopping,Shopping,0.85
TXN002587,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002588,Shell gas station,Gas,Gas,0.85
TXN002589,Amazon online purchase,Shopping,Shopping,0.85
TXN002590,Uber ride to downtown,Transportation,Transportation,0.85
TXN002591,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002592,Uber ride to downtown,Transportation,Transportation,0.85
TXN002593,Amazon online purchase,Shopping,Shopping,0.85
TXN002594,Electric bill payment,Utilities,Utilities,0.85
TXN002595,Uber ride to downtown,Transportation,Transportation,0.85
TXN002596,Amazon online purchase,Shopping,Shopping,0.85
TXN002597,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002598,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN002599,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002600,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002601,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002602,Shell gas station,Gas,Gas,0.85
TXN002603,Uber ride to downtown,Transportation,Transportation,0.85
TXN002604,Shell gas station,Gas,Gas,0.85
TXN002605,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002606,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002607,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN002608,Electric bill payment,Utilities,Utilities,0.85
TXN002609,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002610,Shell gas station,Gas,Gas,0.85
TXN002611,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002612,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002613,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002614,Shell gas station,Gas,Gas,0.85
TXN002615,Amazon online purchase,Shopping,Shopping,0.85
TXN002616,Car insurance monthly,Insurance,Insurance,0.85
TXN002617,Shell gas station,Gas,Gas,0.85
TXN002618,Uber ride to downtown,Transportation,Transportation,0.85
TXN002619,Uber ride to downtown,Transportation,Transportation,0.85
TXN002620,Shell gas station,Gas,Gas,0.85
TXN002621,Amazon online purchase,Shopping,Shopping,0.85
TXN002622,Shell gas station,Gas,Gas,0.85
TXN002623,Uber ride to downtown,Transportation,Transportation,0.85
TXN002624,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002625,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN002626,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002627,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN002628,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002629,Amazon online purchase,Shopping,Shopping,0.85
TXN002630,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002631,Uber ride to downtown,Transportation,Transportation,0.85
TXN002632,Electric bill payment,Utilities,Utilities,0.85
TXN002633,Uber ride to downtown,Transportation,Transportation,0.85
TXN002634,Car insurance monthly,Insurance,Insurance,0.85
TXN002635,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN002636,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002637,Amazon online purchase,Shopping,Shopping,0.85
TXN002638,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN002639,Car insurance monthly,Insurance,Insurance,0.85
TXN002640,Amazon online purchase,Shopping,Shopping,0.85
TXN002641,Electric bill payment,Utilities,Utilities,0.85
TXN002642,Uber ride to downtown,Transportation,Transportation,0.85
TXN002643,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN002644,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002645,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002646,Shell gas station,Gas,Gas,0.85
TXN002647,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002648,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002649,Amazon online purchase,Shopping,Shopping,0.85
TXN002650,Shell gas station,Gas,Gas,0.85
TXN002651,Electric bill payment,Utilities,Utilities,0.85
TXN002652,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN002653,Electric bill payment,Utilities,Utilities,0.85
TXN002654,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002655,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002656,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002657,Car insurance monthly,Insurance,Insurance,0.85
TXN002658,Uber ride to downtown,Transportation,Transportation,0.85
TXN002659,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN002660,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002661,Car insurance monthly,Insurance,Insurance,0.85
TXN002662,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002663,Uber ride to downtown,Transportation,Transportation,0.85
TXN002664,Electric bill payment,Utilities,Utilities,0.85
TXN002665,Amazon online purchase,Shopping,Shopping,0.85
TXN002666,Car insurance monthly,Insurance,Insurance,0.85
TXN002667,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN002668,Uber ride to downtown,Transportation,Transportation,0.85
TXN002669,Amazon online purchase,Shopping,Shopping,0.85
TXN002670,Uber ride to downtown,Transportation,Transportation,0.85
TXN002671,Shell gas station,Gas,Gas,0.85
TXN002672,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002673,Car insurance monthly,Insurance,Insurance,0.85
TXN002674,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002675,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002676,Amazon online purchase,Shopping,Shopping,0.85
TXN002677,Uber ride to downtown,Transportation,Transportation,0.85
TXN002678,Car insurance monthly,Insurance,Insurance,0.85
TXN002679,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN002680,Electric bill payment,Utilities,Utilities,0.85
TXN002681,Amazon online purchase,Shopping,Shopping,0.85
TXN002682,Uber ride to downtown,Transportation,Transportation,0.85
TXN002683,Shell gas station,Gas,Gas,0.85
TXN002684,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN002685,Car insurance monthly,Insurance,Insurance,0.85
TXN002686,Electric bill payment,Utilities,Utilities,0.85
TXN002687,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN002688,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002689,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002690,Uber ride to downtown,Transportation,Transportation,0.85
TXN002691,Car insurance monthly,Insurance,Insurance,0.85
TXN002692,Shell gas station,Gas,Gas,0.85
TXN002693,Car insurance monthly,Insurance,Insurance,0.85
TXN002694,Uber ride to downtown,Transportation,Transportation,0.85
TXN002695,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002696,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002697,Uber ride to downtown,Transportation,Transportation,0.85
TXN002698,Amazon online purchase,Shopping,Shopping,0.85
TXN002699,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002700,Amazon online purchase,Shopping,Shopping,0.85
TXN002701,Amazon online purchase,Shopping,Shopping,0.85
TXN002702,Uber ride to downtown,Transportation,Transportation,0.85
TXN002703,Electric bill payment,Utilities,Utilities,0.85
TXN002704,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002705,Uber ride to downtown,Transportation,Transportation,0.85
TXN002706,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002707,Car insurance monthly,Insurance,Insurance,0.85
TXN002708,Shell gas station,Gas,Gas,0.85
TXN002709,Car insurance monthly,Insurance,Insurance,0.85
TXN002710,Uber ride to downtown,Transportation,Transportation,0.85
TXN002711,Uber ride to downtown,Transportation,Transportation,0.85
TXN002712,Electric bill payment,Utilities,Utilities,0.85
TXN002713,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002714,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002715,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002716,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN002717,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002718,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN002719,Uber ride to downtown,Transportation,Transportation,0.85
TXN002720,Electric bill payment,Utilities,Utilities,0.85
TXN002721,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN002722,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002723,Shell gas station,Gas,Gas,0.85
TXN002724,Amazon online purchase,Shopping,Shopping,0.85
TXN002725,Shell gas station,Gas,Gas,0.85
TXN002726,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002727,Uber ride to downtown,Transportation,Transportation,0.85
TXN002728,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002729,Uber ride to downtown,Transportation,Transportation,0.85
TXN002730,Amazon online purchase,Shopping,Shopping,0.85
TXN002731,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002732,Electric bill payment,Utilities,Utilities,0.85
TXN002733,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN002734,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002735,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002736,Shell gas station,Gas,Gas,0.85
TXN002737,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN002738,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002739,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002740,Car insurance monthly,Insurance,Insurance,0.85
TXN002741,Uber ride to downtown,Transportation,Transportation,0.85
TXN002742,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002743,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002744,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN002745,Amazon online purchase,Shopping,Shopping,0.85
TXN002746,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN002747,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN002748,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002749,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002750,Car insurance monthly,Insurance,Insurance,0.85
TXN002751,Shell gas station,Gas,Gas,0.85
TXN002752,Electric bill payment,Utilities,Utilities,0.85
TXN002753,Electric bill payment,Utilities,Utilities,0.85
TXN002754,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002755,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN002756,Car insurance monthly,Insurance,Insurance,0.85
TXN002757,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN002758,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002759,Uber ride to downtown,Transportation,Transportation,0.85
TXN002760,Electric bill payment,Utilities,Utilities,0.85
TXN002761,Amazon online purchase,Shopping,Shopping,0.85
TXN002762,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002763,Electric bill payment,Utilities,Utilities,0.85
TXN002764,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002765,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002766,Car insurance monthly,Insurance,Insurance,0.85
TXN002767,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002768,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002769,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002770,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN002771,Amazon online purchase,Shopping,Shopping,0.85
TXN002772,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN002773,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002774,Uber ride to downtown,Transportation,Transportation,0.85
TXN002775,Electric bill payment,Utilities,Utilities,0.85
TXN002776,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002777,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002778,Electric bill payment,Utilities,Utilities,0.85
TXN002779,Shell gas station,Gas,Gas,0.85
TXN002780,Shell gas station,Gas,Gas,0.85
TXN002781,Uber ride to downtown,Transportation,Transportation,0.85
TXN002782,Car insurance monthly,Insurance,Insurance,0.85
